Wall time,Step,Value
1505193227.6365252,0,0.9203260540962219
1505195494.973534,1,0.9005553722381592
1505197763.9969604,2,0.8831760883331299
1505200025.8603559,3,0.9055384993553162
1505202292.1872182,4,0.8999999761581421
1505204555.6407626,5,0.8938679695129395
1505206821.190366,6,0.8723531365394592
1505209087.67052,7,0.9082950949668884
1505211353.753471,8,0.8752142786979675
1505213618.0282598,9,0.8660253882408142
1505215884.8537633,10,0.8752142786979675
1505218152.6554935,11,0.8683317303657532
1505220419.8975375,12,0.8797727227210999
1505222689.0617316,13,0.8717797994613647
1505224961.0392053,14,0.8746427893638611
1505227246.9101841,15,0.8757853507995605
1505229536.90784,16,0.8683317303657532
1505231811.4884014,17,0.8780660629272461
1505234098.673226,18,0.8637129068374634
1505236395.635455,19,0.8717797994613647
1505238699.7477427,20,0.8797727227210999
1505240997.5716317,21,0.8848728537559509
1505243295.219774,22,0.8820430636405945
1505245592.4938192,23,0.8729261159896851
1505247904.8045063,24,0.8694825768470764
1505250185.6604216,25,0.8809086084365845
1505252481.7711363,26,0.8734987378120422
1505254779.1164289,27,0.8757853507995605
1505257060.7272022,28,0.8809086084365845
1505259338.4743195,29,0.874070942401886
