Wall time,Step,Value
1505193225.008735,0,0.006713129114359617
1505195492.3033485,1,0.006116020493209362
1505197761.4406843,2,0.005896095652133226
1505200023.233163,3,0.005740802269428968
1505202289.342292,4,0.005629778373986483
1505204552.9945116,5,0.005545731633901596
1505206818.4551344,6,0.00545936543494463
1505209085.042203,7,0.005385612137615681
1505211351.0363295,8,0.005323236808180809
1505213615.351025,9,0.005257362499833107
1505215882.146349,10,0.0048901685513556
1505218149.8917806,11,0.004790241830050945
1505220417.3034053,12,0.004736735485494137
1505222686.405826,13,0.004688647575676441
1505224958.437765,14,0.004656670149415731
1505227244.129623,15,0.00461442768573761
1505229534.086157,16,0.004572228994220495
1505231808.747374,17,0.00455797603353858
1505234095.9229107,18,0.004522455856204033
1505236392.9857147,19,0.00449184188619256
1505238697.0371954,20,0.004400170408189297
1505240994.8801825,21,0.004391015507280827
1505243292.4911075,22,0.004377072211354971
1505245589.83389,23,0.004372050520032644
1505247901.907621,24,0.004363799002021551
1505250183.0370064,25,0.0043547688983380795
1505252479.0111487,26,0.004341600462794304
1505254776.279235,27,0.004343006294220686
1505257057.9600356,28,0.0043367804028093815
1505259335.638904,29,0.004331456497311592
